"R0000100","R0173600","R0214700","R0214800"
6286,13,2,2
6287,10,2,1
6288,10,2,1
6289,13,2,2
6290,13,2,2
6291,13,2,2
6292,10,2,1
6293,13,2,2
6294,13,2,2
6295,13,2,2
6296,13,2,2
6297,13,2,2
6298,10,2,1
6299,13,2,2
6300,10,2,1
6301,10,2,1
6302,13,2,2
6303,10,2,1
6304,10,2,1
6305,10,2,1
6306,13,2,2
6307,12,3,2
6308,13,2,2
6309,10,2,1
6310,13,2,2
6311,13,2,2
6312,13,2,2
6313,13,2,2
6314,10,2,1
6315,13,2,2
6316,10,2,1
6317,10,2,1
6318,13,2,2
6319,10,2,1
6320,13,2,2
6321,13,2,2
6322,13,2,2
6323,10,2,1
6324,13,2,2
6325,10,2,1
6326,10,2,1
6327,13,2,2
6328,9,3,1
6329,9,3,1
6330,9,3,1
6331,12,3,2
6332,12,3,2
6333,13,2,2
6334,13,2,2
6335,13,2,2
6336,13,2,2
6337,13,2,2
6338,13,2,2
6339,13,2,2
6340,10,2,1
6341,10,2,1
6342,13,2,2
6343,13,2,2
6344,13,2,2
6345,13,2,2
6346,10,2,1
6347,10,2,1
6348,12,3,2
6349,12,3,2
6350,12,3,2
6351,12,3,2
6352,10,2,1
6353,13,2,2
6354,9,3,1
6355,9,3,1
6356,13,2,2
6357,13,2,2
6358,13,2,2
6359,10,2,1
6360,10,2,1
6361,10,2,1
6362,13,2,2
6363,13,2,2
6364,13,2,2
6365,13,2,2
6366,13,2,2
6367,13,2,2
6368,13,2,2
6369,13,2,2
6370,13,2,2
6371,13,2,2
6372,13,2,2
6373,13,2,2
6374,13,2,2
6375,13,2,2
6376,13,2,2
6377,13,2,2
6378,10,2,1
6379,13,2,2
6380,13,2,2
6381,13,2,2
6382,13,2,2
6383,13,2,2
6384,13,2,2
6385,13,2,2
6386,10,2,1
6387,13,2,2
6388,10,2,1
6389,13,2,2
6390,10,2,1
6391,10,2,1
6392,10,2,1
6393,13,2,2
6394,13,2,2
6395,10,2,1
6396,13,2,2
6397,13,2,2
6398,10,2,1
6399,13,2,2
6400,13,2,2
6401,10,2,1
6402,10,2,1
6403,10,2,1
6404,13,2,2
6405,13,2,2
6406,10,2,1
6407,13,2,2
6408,13,2,2
6409,13,2,2
6410,13,2,2
6411,10,2,1
6412,13,2,2
6413,13,2,2
6414,13,2,2
6415,10,2,1
6416,13,2,2
6417,13,2,2
6418,13,2,2
6419,10,2,1
6420,10,2,1
6421,10,2,1
6422,13,2,2
6423,10,2,1
6424,12,3,2
6425,9,3,1
6426,13,2,2
6427,13,2,2
6428,13,2,2
6429,13,2,2
6430,10,2,1
6431,10,2,1
6432,10,2,1
6433,10,2,1
6434,13,2,2
6435,10,2,1
6436,9,3,1
6437,12,3,2
6438,12,3,2
6439,9,3,1
6440,10,2,1
6441,10,2,1
6442,13,2,2
6443,10,2,1
6444,13,2,2
6445,13,2,2
6446,9,3,1
6447,9,3,1
6448,13,2,2
6449,13,2,2
6450,13,2,2
6451,10,2,1
6452,10,2,1
6453,10,2,1
6454,10,2,1
6455,13,2,2
6456,10,2,1
6457,13,2,2
6458,10,2,1
6459,13,2,2
6460,10,2,1
6461,13,2,2
6462,10,2,1
6463,9,3,1
6464,12,3,2
6465,10,2,1
6466,10,2,1
6467,10,2,1
6468,10,2,1
6469,10,2,1
6470,13,2,2
6471,10,2,1
6472,13,2,2
6473,10,2,1
6474,13,2,2
6475,13,2,2
6476,10,2,1
6477,10,2,1
6478,10,2,1
6479,10,2,1
6480,10,2,1
6481,13,2,2
6482,13,2,2
6483,13,2,2
6484,10,2,1
6485,13,2,2
6486,13,2,2
6487,12,3,2
6488,10,2,1
6489,13,2,2
6490,10,2,1
6491,10,2,1
6492,10,2,1
6493,10,2,1
6494,10,2,1
6495,10,2,1
6496,10,2,1
6497,10,2,1
6498,10,2,1
6499,10,2,1
6500,10,2,1
6501,10,2,1
6502,12,3,2
6503,13,2,2
6504,10,2,1
6505,13,2,2
6506,10,2,1
6507,10,2,1
6508,10,2,1
6509,9,3,1
6510,13,2,2
6511,10,2,1
6512,12,3,2
6513,13,2,2
6514,10,2,1
6515,13,2,2
6516,13,2,2
6517,10,2,1
6518,10,2,1
6519,12,3,2
6520,12,3,2
6521,12,3,2
6522,12,3,2
6523,12,3,2
6524,12,3,2
6525,12,3,2
6526,12,3,2
6527,9,3,1
6528,9,3,1
6529,12,3,2
6530,9,3,1
6531,9,3,1
6532,12,3,2
6533,12,3,2
6534,12,3,2
6535,9,3,1
6536,12,3,2
6537,9,3,1
6538,12,3,2
6539,12,3,2
6540,12,3,2
6541,12,3,2
6542,9,3,1
6543,12,3,2
6544,9,3,1
6545,12,3,2
6546,9,3,1
6547,9,3,1
6548,12,3,2
6549,12,3,2
6550,9,3,1
6551,9,3,1
6552,12,3,2
6553,9,3,1
6554,12,3,2
6555,13,2,2
6556,12,3,2
6557,9,3,1
6558,9,3,1
6559,9,3,1
6560,9,3,1
6561,9,3,1
6562,9,3,1
6563,12,3,2
6564,12,3,2
6565,12,3,2
6566,12,3,2
6567,12,3,2
6568,12,3,2
6569,9,3,1
6570,9,3,1
6571,12,3,2
6572,12,3,2
6573,9,3,1
6574,10,2,1
6575,13,2,2
6576,10,2,1
6577,9,3,1
6578,12,3,2
6579,12,3,2
6580,12,3,2
6581,9,3,1
6582,9,3,1
6583,9,3,1
6584,9,3,1
6585,9,3,1
6586,12,3,2
6587,13,2,2
6588,9,3,1
6589,9,3,1
6590,12,3,2
6591,12,3,2
6592,12,3,2
6593,10,2,1
6594,10,2,1
6595,11,1,1
6596,10,2,1
6597,10,2,1
6598,10,2,1
6599,13,2,2
6600,10,2,1
6601,10,2,1
6602,13,2,2
6603,10,2,1
6604,13,2,2
6605,13,2,2
6606,13,2,2
6607,9,3,1
6608,9,3,1
6609,12,3,2
6610,12,3,2
6611,12,3,2
6612,12,3,2
6613,12,3,2
6614,12,3,2
6615,12,3,2
6616,12,3,2
6617,10,2,1
6618,12,3,2
6619,12,3,2
6620,9,3,1
6621,12,3,2
6622,12,3,2
6623,9,3,1
6624,9,3,1
6625,9,3,1
6626,9,3,1
6627,12,3,2
6628,12,3,2
6629,12,3,2
6630,12,3,2
6631,12,3,2
6632,9,3,1
6633,9,3,1
6634,9,3,1
6635,9,3,1
6636,12,3,2
6637,12,3,2
6638,12,3,2
6639,12,3,2
6640,9,3,1
6641,12,3,2
6642,13,2,2
6643,14,1,2
6644,14,1,2
6645,13,2,2
6646,13,2,2
6647,13,2,2
6648,10,2,1
6649,11,1,1
6650,10,2,1
6651,14,1,2
6652,14,1,2
6653,11,1,1
6654,14,1,2
6655,14,1,2
6656,11,1,1
6657,11,1,1
6658,14,1,2
6659,14,1,2
6660,11,1,1
6661,11,1,1
6662,14,1,2
6663,14,1,2
6664,12,3,2
6665,13,2,2
6666,13,2,2
6667,13,2,2
6668,13,2,2
6669,13,2,2
6670,10,2,1
6671,13,2,2
6672,13,2,2
6673,11,1,1
6674,14,1,2
6675,14,1,2
6676,14,1,2
6677,10,2,1
6678,10,2,1
6679,11,1,1
6680,11,1,1
6681,11,1,1
6682,11,1,1
6683,13,2,2
6684,13,2,2
6685,12,3,2
6686,12,3,2
6687,9,3,1
6688,12,3,2
6689,9,3,1
6690,9,3,1
6691,9,3,1
6692,12,3,2
6693,14,1,2
6694,14,1,2
6695,12,3,2
6696,9,3,1
6697,10,2,1
6698,10,2,1
6699,12,3,2
6700,9,3,1
6701,9,3,1
6702,10,2,1
6703,13,2,2
6704,14,1,2
6705,11,1,1
6706,11,1,1
6707,13,2,2
6708,13,2,2
6709,13,2,2
6710,10,2,1
6711,14,1,2
6712,14,1,2
6713,11,1,1
6714,12,3,2
6715,14,1,2
6716,10,2,1
6717,10,2,1
6718,13,2,2
6719,10,2,1
6720,13,2,2
6721,10,2,1
6722,13,2,2
6723,10,2,1
6724,10,2,1
6725,14,1,2
6726,14,1,2
6727,14,1,2
6728,10,2,1
6729,10,2,1
6730,13,2,2
6731,13,2,2
6732,10,2,1
6733,10,2,1
6734,13,2,2
6735,10,2,1
6736,10,2,1
6737,14,1,2
6738,14,1,2
6739,11,1,1
6740,14,1,2
6741,14,1,2
6742,14,1,2
6743,11,1,1
6744,14,1,2
6745,14,1,2
6746,10,2,1
6747,13,2,2
6748,10,2,1
6749,13,2,2
6750,13,2,2
6751,10,2,1
6752,13,2,2
6753,13,2,2
6754,13,2,2
6755,13,2,2
6756,13,2,2
6757,13,2,2
6758,13,2,2
6759,10,2,1
6760,10,2,1
6761,13,2,2
6762,10,2,1
6763,14,1,2
6764,11,1,1
6765,14,1,2
6766,12,3,2
6767,12,3,2
6768,11,1,1
6769,10,2,1
6770,10,2,1
6771,10,2,1
6772,14,1,2
6773,14,1,2
6774,14,1,2
6775,11,1,1
6776,11,1,1
6777,14,1,2
6778,11,1,1
6779,10,2,1
6780,14,1,2
6781,10,2,1
6782,9,3,1
6783,14,1,2
6784,11,1,1
6785,11,1,1
6786,11,1,1
6787,14,1,2
6788,14,1,2
6789,11,1,1
6790,11,1,1
6791,11,1,1
6792,11,1,1
6793,14,1,2
6794,11,1,1
6795,11,1,1
6796,11,1,1
6797,14,1,2
6798,14,1,2
6799,10,2,1
6800,11,1,1
6801,11,1,1
6802,10,2,1
6803,11,1,1
6804,13,2,2
6805,11,1,1
6806,11,1,1
6807,14,1,2
6808,11,1,1
6809,11,1,1
6810,14,1,2
6811,11,1,1
6812,14,1,2
6813,10,2,1
6814,13,2,2
6815,11,1,1
6816,14,1,2
6817,14,1,2
6818,14,1,2
6819,10,2,1
6820,14,1,2
6821,9,3,1
6822,12,3,2
6823,14,1,2
6824,11,1,1
6825,14,1,2
6826,14,1,2
6827,9,3,1
6828,14,1,2
6829,14,1,2
6830,12,3,2
6831,12,3,2
6832,14,1,2
6833,10,2,1
6834,10,2,1
6835,14,1,2
6836,11,1,1
6837,10,2,1
6838,10,2,1
6839,13,2,2
6840,10,2,1
6841,10,2,1
6842,13,2,2
6843,10,2,1
6844,10,2,1
6845,13,2,2
6846,10,2,1
6847,13,2,2
6848,14,1,2
6849,10,2,1
6850,10,2,1
6851,10,2,1
6852,13,2,2
6853,10,2,1
6854,13,2,2
6855,13,2,2
6856,14,1,2
6857,11,1,1
6858,13,2,2
6859,10,2,1
6860,10,2,1
6861,10,2,1
6862,13,2,2
6863,10,2,1
6864,10,2,1
6865,10,2,1
6866,13,2,2
6867,10,2,1
6868,10,2,1
6869,13,2,2
6870,13,2,2
6871,10,2,1
6872,10,2,1
6873,10,2,1
6874,12,3,2
6875,14,1,2
6876,13,2,2
6877,14,1,2
6878,10,2,1
6879,13,2,2
6880,14,1,2
6881,13,2,2
6882,10,2,1
6883,10,2,1
6884,11,1,1
6885,14,1,2
6886,11,1,1
6887,14,1,2
6888,11,1,1
6889,11,1,1
6890,14,1,2
6891,14,1,2
6892,11,1,1
6893,14,1,2
6894,10,2,1
6895,13,2,2
6896,10,2,1
6897,10,2,1
6898,10,2,1
6899,10,2,1
6900,10,2,1
6901,13,2,2
6902,10,2,1
6903,10,2,1
6904,10,2,1
6905,13,2,2
6906,10,2,1
6907,10,2,1
6908,10,2,1
6909,10,2,1
6910,11,1,1
6911,11,1,1
6912,10,2,1
6913,13,2,2
6914,10,2,1
6915,14,1,2
6916,12,3,2
6917,12,3,2
6918,9,3,1
6919,12,3,2
6920,12,3,2
6921,12,3,2
6922,9,3,1
6923,12,3,2
6924,9,3,1
6925,12,3,2
6926,9,3,1
6927,9,3,1
6928,9,3,1
6929,12,3,2
6930,14,1,2
6931,14,1,2
6932,13,2,2
6933,13,2,2
6934,13,2,2
6935,9,3,1
6936,12,3,2
6937,12,3,2
6938,11,1,1
6939,14,1,2
6940,14,1,2
6941,11,1,1
6942,11,1,1
6943,12,3,2
6944,12,3,2
6945,12,3,2
6946,10,2,1
6947,10,2,1
6948,13,2,2
6949,13,2,2
6950,13,2,2
6951,14,1,2
6952,13,2,2
6953,13,2,2
6954,11,1,1
6955,11,1,1
6956,12,3,2
6957,13,2,2
6958,11,1,1
6959,11,1,1
6960,11,1,1
6961,10,2,1
6962,13,2,2
6963,12,3,2
6964,10,2,1
6965,12,3,2
6966,13,2,2
6967,13,2,2
6968,13,2,2
6969,10,2,1
6970,13,2,2
6971,13,2,2
6972,10,2,1
6973,12,3,2
6974,9,3,1
6975,9,3,1
6976,12,3,2
6977,12,3,2
6978,12,3,2
6979,12,3,2
6980,12,3,2
6981,12,3,2
6982,12,3,2
6983,12,3,2
6984,12,3,2
6985,12,3,2
6986,12,3,2
6987,9,3,1
6988,10,2,1
6989,13,2,2
6990,13,2,2
6991,10,2,1
6992,13,2,2
6993,10,2,1
6994,13,2,2
6995,13,2,2
6996,10,2,1
6997,13,2,2
6998,10,2,1
6999,13,2,2
7000,13,2,2
7001,9,3,1
7002,13,2,2
7003,10,2,1
7004,10,2,1
7005,13,2,2
7006,12,3,2
7007,9,3,1
7008,10,2,1
7009,10,2,1
7010,10,2,1
7011,9,3,1
7012,12,3,2
7013,9,3,1
7014,9,3,1
7015,12,3,2
7016,12,3,2
7017,12,3,2
7018,11,1,1
7019,12,3,2
7020,12,3,2
7021,12,3,2
7022,12,3,2
7023,9,3,1
7024,12,3,2
7025,11,1,1
7026,9,3,1
7027,9,3,1
7028,12,3,2
7029,9,3,1
7030,12,3,2
7031,12,3,2
7032,12,3,2
7033,9,3,1
7034,12,3,2
7035,9,3,1
7036,12,3,2
7037,9,3,1
7038,12,3,2
7039,12,3,2
7040,12,3,2
7041,9,3,1
7042,12,3,2
7043,9,3,1
7044,9,3,1
7045,12,3,2
7046,14,1,2
7047,11,1,1
7048,14,1,2
7049,14,1,2
7050,14,1,2
7051,12,3,2
7052,12,3,2
7053,12,3,2
7054,14,1,2
7055,12,3,2
7056,9,3,1
7057,9,3,1
7058,12,3,2
7059,9,3,1
7060,9,3,1
7061,9,3,1
7062,9,3,1
7063,9,3,1
7064,13,2,2
7065,13,2,2
7066,14,1,2
7067,13,2,2
7068,10,2,1
7069,10,2,1
7070,10,2,1
7071,10,2,1
7072,10,2,1
7073,13,2,2
7074,13,2,2
7075,13,2,2
7076,10,2,1
7077,13,2,2
7078,10,2,1
7079,10,2,1
7080,10,2,1
7081,13,2,2
7082,10,2,1
7083,10,2,1
7084,13,2,2
7085,13,2,2
7086,13,2,2
7087,10,2,1
7088,13,2,2
7089,13,2,2
7090,10,2,1
7091,10,2,1
7092,13,2,2
7093,10,2,1
7094,13,2,2
7095,13,2,2
7096,13,2,2
7097,13,2,2
7098,12,3,2
7099,10,2,1
7100,10,2,1
7101,10,2,1
7102,13,2,2
7103,10,2,1
7104,10,2,1
7105,13,2,2
7106,13,2,2
7107,13,2,2
7108,9,3,1
7109,9,3,1
7110,9,3,1
7111,12,3,2
7112,9,3,1
7113,10,2,1
7114,10,2,1
7115,13,2,2
7116,13,2,2
7117,10,2,1
7118,13,2,2
7119,10,2,1
7120,13,2,2
7121,10,2,1
7122,10,2,1
7123,13,2,2
7124,13,2,2
7125,10,2,1
7126,13,2,2
7127,13,2,2
7128,13,2,2
7129,10,2,1
7130,13,2,2
7131,10,2,1
7132,10,2,1
7133,10,2,1
7134,10,2,1
7135,10,2,1
7136,10,2,1
7137,13,2,2
7138,13,2,2
7139,13,2,2
7140,10,2,1
7141,10,2,1
7142,10,2,1
7143,10,2,1
7144,14,1,2
7145,11,1,1
7146,13,2,2
7147,13,2,2
7148,13,2,2
7149,10,2,1
7150,10,2,1
7151,10,2,1
7152,13,2,2
7153,13,2,2
7154,10,2,1
7155,10,2,1
7156,13,2,2
7157,13,2,2
7158,13,2,2
7159,13,2,2
7160,13,2,2
7161,10,2,1
7162,10,2,1
7163,13,2,2
7164,10,2,1
7165,10,2,1
7166,13,2,2
7167,12,3,2
7168,9,3,1
7169,12,3,2
7170,13,2,2
7171,13,2,2
7172,13,2,2
7173,10,2,1
7174,13,2,2
7175,13,2,2
7176,10,2,1
7177,13,2,2
7178,13,2,2
7179,13,2,2
7180,13,2,2
7181,13,2,2
7182,10,2,1
7183,13,2,2
7184,13,2,2
7185,10,2,1
7186,13,2,2
7187,10,2,1
7188,10,2,1
7189,13,2,2
7190,10,2,1
7191,10,2,1
7192,13,2,2
7193,9,3,1
7194,13,2,2
7195,10,2,1
7196,10,2,1
7197,13,2,2
7198,13,2,2
7199,13,2,2
7200,10,2,1
7201,13,2,2
7202,12,3,2
7203,9,3,1
7204,9,3,1
7205,9,3,1
7206,12,3,2
7207,14,1,2
7208,11,1,1
7209,14,1,2
7210,11,1,1
7211,13,2,2
7212,13,2,2
7213,11,1,1
7214,14,1,2
7215,13,2,2
7216,13,2,2
7217,13,2,2
7218,10,2,1
7219,10,2,1
7220,13,2,2
7221,10,2,1
7222,10,2,1
7223,10,2,1
7224,13,2,2
7225,10,2,1
7226,13,2,2
7227,10,2,1
7228,13,2,2
7229,10,2,1
7230,10,2,1
7231,13,2,2
7232,13,2,2
7233,12,3,2
7234,11,1,1
7235,14,1,2
7236,14,1,2
7237,14,1,2
7238,11,1,1
7239,11,1,1
7240,11,1,1
7241,14,1,2
7242,11,1,1
7243,11,1,1
7244,14,1,2
7245,14,1,2
7246,14,1,2
7247,14,1,2
7248,10,2,1
7249,14,1,2
7250,10,2,1
7251,10,2,1
7252,13,2,2
7253,13,2,2
7254,10,2,1
7255,13,2,2
7256,13,2,2
7257,10,2,1
7258,13,2,2
7259,13,2,2
7260,10,2,1
7261,10,2,1
7262,10,2,1
7263,13,2,2
7264,13,2,2
7265,10,2,1
7266,10,2,1
7267,10,2,1
7268,10,2,1
7269,11,1,1
7270,9,3,1
7271,13,2,2
7272,10,2,1
7273,10,2,1
7274,13,2,2
7275,13,2,2
7276,13,2,2
7277,10,2,1
7278,13,2,2
7279,10,2,1
7280,10,2,1
7281,10,2,1
7282,13,2,2
7283,13,2,2
7284,13,2,2
7285,13,2,2
7286,13,2,2
7287,12,3,2
7288,12,3,2
7289,9,3,1
7290,9,3,1
7291,12,3,2
7292,11,1,1
7293,13,2,2
7294,10,2,1
7295,13,2,2
7296,13,2,2
7297,10,2,1
7298,10,2,1
7299,10,2,1
7300,13,2,2
7301,10,2,1
7302,13,2,2
7303,13,2,2
7304,13,2,2
7305,14,1,2
7306,9,3,1
7307,9,3,1
7308,12,3,2
7309,9,3,1
7310,12,3,2
7311,9,3,1
7312,12,3,2
7313,11,1,1
7314,13,2,2
7315,11,1,1
7316,14,1,2
7317,13,2,2
7318,10,2,1
7319,10,2,1
7320,10,2,1
7321,10,2,1
7322,13,2,2
7323,13,2,2
7324,13,2,2
7325,13,2,2
7326,10,2,1
7327,12,3,2
7328,12,3,2
7329,9,3,1
7330,12,3,2
7331,12,3,2
7332,11,1,1
7333,9,3,1
7334,9,3,1
7335,10,2,1
7336,10,2,1
7337,13,2,2
7338,12,3,2
7339,12,3,2
7340,11,1,1
7341,12,3,2
7342,9,3,1
7343,9,3,1
7344,12,3,2
7345,12,3,2
7346,12,3,2
7347,9,3,1
7348,12,3,2
7349,9,3,1
7350,12,3,2
7351,12,3,2
7352,12,3,2
7353,9,3,1
7354,9,3,1
7355,12,3,2
7356,12,3,2
7357,12,3,2
7358,12,3,2
7359,12,3,2
7360,13,2,2
7361,14,1,2
7362,9,3,1
7363,9,3,1
7364,9,3,1
7365,9,3,1
7366,9,3,1
7367,12,3,2
7368,13,2,2
7369,10,2,1
7370,10,2,1
7371,13,2,2
7372,10,2,1
7373,10,2,1
7374,12,3,2
7375,12,3,2
7376,12,3,2
7377,13,2,2
7378,13,2,2
7379,10,2,1
7380,10,2,1
7381,10,2,1
7382,13,2,2
7383,13,2,2
7384,10,2,1
7385,10,2,1
7386,10,2,1
7387,10,2,1
7388,13,2,2
7389,13,2,2
7390,13,2,2
7391,13,2,2
7392,13,2,2
7393,13,2,2
7394,13,2,2
7395,13,2,2
7396,13,2,2
7397,13,2,2
7398,13,2,2
7399,10,2,1
7400,10,2,1
7401,10,2,1
7402,10,2,1
7403,13,2,2
7404,10,2,1
7405,13,2,2
7406,9,3,1
7407,12,3,2
7408,12,3,2
7409,12,3,2
7410,13,2,2
7411,10,2,1
7412,11,1,1
7413,11,1,1
7414,12,3,2
7415,12,3,2
7416,12,3,2
7417,11,1,1
7418,14,1,2
7419,9,3,1
7420,12,3,2
7421,14,1,2
7422,14,1,2
7423,14,1,2
7424,11,1,1
7425,9,3,1
7426,14,1,2
7427,11,1,1
7428,14,1,2
7429,9,3,1
7430,14,1,2
7431,9,3,1
7432,13,2,2
7433,13,2,2
7434,10,2,1
7435,13,2,2
7436,13,2,2
7437,13,2,2
7438,13,2,2
7439,13,2,2
7440,13,2,2
7441,13,2,2
7442,13,2,2
7443,13,2,2
7444,10,2,1
7445,13,2,2
7446,13,2,2
7447,13,2,2
7448,13,2,2
7449,13,2,2
7450,12,3,2
7451,13,2,2
7452,12,3,2
7453,12,3,2
7454,10,2,1
7455,13,2,2
7456,10,2,1
7457,10,2,1
7458,13,2,2
7459,13,2,2
7460,13,2,2
7461,10,2,1
7462,13,2,2
7463,10,2,1
7464,13,2,2
7465,10,2,1
7466,10,2,1
7467,10,2,1
7468,13,2,2
7469,10,2,1
7470,13,2,2
7471,11,1,1
7472,11,1,1
7473,11,1,1
7474,10,2,1
7475,13,2,2
7476,13,2,2
7477,13,2,2
7478,13,2,2
7479,13,2,2
7480,13,2,2
7481,13,2,2
7482,10,2,1
7483,10,2,1
7484,10,2,1
7485,13,2,2
7486,10,2,1
7487,10,2,1
7488,10,2,1
7489,13,2,2
7490,13,2,2
7491,10,2,1
7492,13,2,2
7493,13,2,2
7494,13,2,2
7495,10,2,1
7496,13,2,2
7497,13,2,2
7498,13,2,2
7499,10,2,1
7500,13,2,2
7501,13,2,2
7502,10,2,1
7503,13,2,2
7504,13,2,2
7505,10,2,1
7506,13,2,2
7507,10,2,1
7508,13,2,2
7509,10,2,1
7510,13,2,2
7511,10,2,1
7512,10,2,1
7513,13,2,2
7514,13,2,2
7515,13,2,2
7516,10,2,1
7517,10,2,1
7518,13,2,2
7519,10,2,1
7520,13,2,2
7521,10,2,1
7522,10,2,1
7523,10,2,1
7524,13,2,2
7525,13,2,2
7526,10,2,1
7527,13,2,2
7528,9,3,1
7529,12,3,2
7530,12,3,2
7531,14,1,2
7532,12,3,2
7533,14,1,2
7534,11,1,1
7535,14,1,2
7536,12,3,2
7537,12,3,2
7538,12,3,2
7539,11,1,1
7540,11,1,1
7541,11,1,1
7542,14,1,2
7543,12,3,2
7544,11,1,1
7545,11,1,1
7546,12,3,2
7547,10,2,1
7548,13,2,2
7549,10,2,1
7550,13,2,2
7551,13,2,2
7552,10,2,1
7553,14,1,2
7554,11,1,1
7555,11,1,1
7556,11,1,1
7557,11,1,1
7558,14,1,2
7559,11,1,1
7560,14,1,2
7561,11,1,1
7562,14,1,2
7563,11,1,1
7564,11,1,1
7565,14,1,2
7566,10,2,1
7567,10,2,1
7568,10,2,1
7569,10,2,1
7570,11,1,1
7571,14,1,2
7572,11,1,1
7573,14,1,2
7574,14,1,2
7575,14,1,2
7576,11,1,1
7577,13,2,2
7578,13,2,2
7579,10,2,1
7580,13,2,2
7581,13,2,2
7582,10,2,1
7583,13,2,2
7584,11,1,1
7585,14,1,2
7586,14,1,2
7587,14,1,2
7588,11,1,1
7589,11,1,1
7590,11,1,1
7591,14,1,2
7592,11,1,1
7593,11,1,1
7594,11,1,1
7595,14,1,2
7596,11,1,1
7597,13,2,2
7598,13,2,2
7599,10,2,1
7600,13,2,2
7601,14,1,2
7602,11,1,1
7603,14,1,2
7604,9,3,1
7605,12,3,2
7606,13,2,2
7607,12,3,2
7608,10,2,1
7609,12,3,2
7610,9,3,1
7611,13,2,2
7612,13,2,2
7613,10,2,1
7614,10,2,1
7615,13,2,2
7616,13,2,2
7617,13,2,2
7618,13,2,2
7619,13,2,2
7620,10,2,1
7621,10,2,1
7622,13,2,2
7623,13,2,2
7624,10,2,1
7625,13,2,2
7626,13,2,2
7627,10,2,1
7628,10,2,1
7629,10,2,1
7630,13,2,2
7631,9,3,1
7632,12,3,2
7633,10,2,1
7634,10,2,1
7635,10,2,1
7636,13,2,2
7637,10,2,1
7638,10,2,1
7639,10,2,1
7640,10,2,1
7641,10,2,1
7642,13,2,2
7643,10,2,1
7644,10,2,1
7645,13,2,2
7646,13,2,2
7647,10,2,1
7648,13,2,2
7649,13,2,2
7650,10,2,1
7651,13,2,2
7652,13,2,2
7653,13,2,2
7654,10,2,1
7655,13,2,2
7656,10,2,1
7657,13,2,2
7658,13,2,2
7659,10,2,1
7660,13,2,2
7661,10,2,1
7662,13,2,2
7663,13,2,2
7664,10,2,1
7665,13,2,2
7666,10,2,1
7667,10,2,1
7668,10,2,1
7669,13,2,2
7670,13,2,2
7671,13,2,2
7672,13,2,2
7673,13,2,2
7674,10,2,1
7675,10,2,1
7676,10,2,1
7677,10,2,1
7678,13,2,2
7679,13,2,2
7680,10,2,1
7681,13,2,2
7682,13,2,2
7683,14,1,2
7684,14,1,2
7685,13,2,2
7686,10,2,1
7687,13,2,2
7688,13,2,2
7689,13,2,2
7690,10,2,1
7691,13,2,2
7692,13,2,2
7693,13,2,2
7694,13,2,2
7695,13,2,2
7696,10,2,1
7697,10,2,1
7698,10,2,1
7699,10,2,1
7700,10,2,1
7701,10,2,1
7702,10,2,1
7703,10,2,1
7704,13,2,2
7705,10,2,1
7706,13,2,2
7707,10,2,1
7708,13,2,2
7709,10,2,1
7710,13,2,2
7711,10,2,1
7712,10,2,1
7713,13,2,2
7714,10,2,1
7715,10,2,1
7716,11,1,1
7717,11,1,1
7718,11,1,1
7719,11,1,1
7720,11,1,1
7721,11,1,1
7722,12,3,2
7723,11,1,1
7724,9,3,1
7725,9,3,1
7726,9,3,1
7727,9,3,1
7728,9,3,1
7729,12,3,2
7730,12,3,2
7731,12,3,2
7732,9,3,1
7733,11,1,1
7734,12,3,2
7735,12,3,2
7736,12,3,2
7737,9,3,1
7738,12,3,2
7739,12,3,2
7740,12,3,2
7741,9,3,1
7742,9,3,1
7743,9,3,1
7744,9,3,1
7745,12,3,2
7746,12,3,2
7747,12,3,2
7748,11,1,1
7749,11,1,1
7750,14,1,2
7751,12,3,2
7752,9,3,1
7753,10,2,1
7754,13,2,2
7755,12,3,2
7756,12,3,2
7757,12,3,2
7758,9,3,1
7759,12,3,2
7760,14,1,2
7761,12,3,2
7762,9,3,1
7763,9,3,1
7764,12,3,2
7765,12,3,2
7766,9,3,1
7767,9,3,1
7768,9,3,1
7769,9,3,1
7770,9,3,1
7771,12,3,2
7772,12,3,2
7773,13,2,2
7774,13,2,2
7775,12,3,2
7776,9,3,1
7777,12,3,2
7778,9,3,1
7779,12,3,2
7780,9,3,1
7781,12,3,2
7782,12,3,2
7783,9,3,1
7784,9,3,1
7785,9,3,1
7786,12,3,2
7787,11,1,1
7788,14,1,2
7789,14,1,2
7790,11,1,1
7791,14,1,2
7792,11,1,1
7793,10,2,1
7794,13,2,2
7795,13,2,2
7796,13,2,2
7797,13,2,2
7798,13,2,2
7799,10,2,1
7800,10,2,1
7801,10,2,1
7802,13,2,2
7803,10,2,1
7804,14,1,2
7805,11,1,1
7806,13,2,2
7807,9,3,1
7808,10,2,1
7809,13,2,2
7810,13,2,2
7811,10,2,1
7812,10,2,1
7813,13,2,2
7814,13,2,2
7815,13,2,2
7816,10,2,1
7817,10,2,1
7818,13,2,2
7819,13,2,2
7820,13,2,2
7821,12,3,2
7822,14,1,2
7823,14,1,2
7824,11,1,1
7825,14,1,2
7826,13,2,2
7827,13,2,2
7828,14,1,2
7829,14,1,2
7830,14,1,2
7831,14,1,2
7832,14,1,2
7833,14,1,2
7834,10,2,1
7835,13,2,2
7836,13,2,2
7837,11,1,1
7838,14,1,2
