62 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
63 0 0 1 1 1 1 1 1 -5 -5 -5 -5 -5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
64 1 1 1 1 1 1 1 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
65 1 1 1 1 1 1 1 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
66 0 1 1 1 0 1 1 1 1 1 1 -5 1 1 1 1 0 -5 1 1 1 1 1 0 0 0 0 0
67 1 1 1 0 0 -5 -5 1 1 1 1 0 1 1 1 1 -5 -5 1 -5 1 1 1 1 1 0 0 0
68 1 0 0 0 0 1 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1
69 -3 1 1 0 0 0 0 -5 -5 -5 -5 -5 -5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
70 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 -5 1 1 -5 1 1 1 1 1 -3 1
71 1 1 0 0 0 0 0 0 1 0 1 1 1 1 -5 1 1 1 -5 -5 -5 -5 1 -5 1 1 -5 -5
72 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
73 0 0 0 0 0 0 0 -5 1 1 -5 -5 -5 1 1 0 -5 1 1 1 1 1 1 -5 1 1 1 -5
74 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
75 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1
76 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
77 -3 0 0 0 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
78 1 1 1 1 1 1 1 1 1 0 1 1 0 0 0 0 0 0 -5 1 1 -5 -5 -5 -5 -5 -5 -5
79 0 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -5 -5 -5 -5 -5 -5 -5 -5
80 0 1 0 1 -5 0 -5 -5 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
81 -3 1 -3 0 -5 0 0 0 0 0 1 1 0 1 1 1 0 1 -5 1 1 -5 -5 -5 0 1 1 0
82 0 0 -5 -5 -5 0 0 -5 1 0 0 0 0 0 1 0 0 0 -5 -5 -5 0 -5 -5 -5 -5 -5 -5
83 0 1 0 1 1 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
84 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0
85 0 1 0 0 1 0 0 -5 0 -3 0 0 0 0 0 -5 0 1 1 0 0 0 0 0 0 0 0 0
86 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
87 0 0 1 1 -5 1 1 1 1 0 1 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1
88 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 0 1 1 1 1 1
89 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -5 -5 -5 1 1 1
90 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
91 0 0 0 1 0 0 1 1 0 1 1 1 0 1 1 1 1 -5 1 1 1 1 1 1 1 1 1 1
92 1 1 1 0 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
93 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
94 1 1 1 1 1 1 1 1 -5 1 1 1 1 1 1 1 -5 1 1 1 1 1 1 1 1 1 0 0
95 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
96 1 0 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
97 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 0 0
98 1 0 0 1 1 1 1 1 -3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1
99 1 -5 1 -5 -5 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
100 1 1 1 1 -5 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
101 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 -5 -5 1 -5 -5 1 -5 -5 -5 -5 1
102 -3 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -5 1 1 1 1 1 1 1 1 1 1
103 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
104 1 1 1 1 1 -5 -5 -5 -5 -5 -5 -5 -5 1 1 1 1 1 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
105 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 -5 1 1 1 1 1 -5 -5 -5 -5
106 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
107 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
108 1 1 1 0 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
109 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
110 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
111 1 1 1 0 0 0 0 0 0 0 0 0 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1
112 1 0 0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 -5 1 1 0 1 1 1 1 1 1 1
113 1 0 1 1 1 1 0 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
114 1 1 1 1 1 1 -5 1 -5 1 1 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
115 0 0 0 1 1 1 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 1 1 1 1
116 0 1 1 0 0 -5 -5 -5 -5 -5 -5 1 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
117 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
118 1 1 0 1 1 1 1 -5 -5 1 1 0 1 1 1 1 1 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
119 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 0
120 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
121 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
122 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 -5 1 1 1 1 1 1 1 0 1 1
123 1 1 1 1 1 1 -5 1 1 1 1 -5 -5 1 1 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
124 0 0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 -3 0 0 0 0 -5
125 1 1 1 1 1 1 1 -5 -5 1 1 1 1 1 1 0 0 1 1 -5 -5 -5 -5 -5 -5 -5 -5 -5
126 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 -3 1 1 1 1 1 1 1 -5
127 0 0 0 0 0 0 0 -5 -5 -5 -5 0 0 1 0 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
128 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -5 1 1 1 -5 1 1 1 1 1 1 1 1
129 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0
130 0 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
131 1 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
132 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
133 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -5 0 1 1 0 0
134 1 1 1 1 1 1 1 -5 1 1 1 0 0 1 1 1 1 -5 -5 -5 -5 -5 1 -5 -5 -5 -5 1
135 -3 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -5 1 1 1 1 1 1 1
136 1 -5 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 -3 0 0 0 0 0 0 0 0
137 0 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
138 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1
139 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -5 -5 1 1 1 1 1 1 1 1 -5 -5 -5 -5
140 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
141 1 0 0 0 0 1 0 1 1 0 1 1 0 0 0 1 1 1 1 1 1 -5 1 1 1 1 1 1
142 1 1 1 1 1 1 -5 -5 1 1 1 1 0 1 1 -5 1 1 -5 -5 -5 -5 1 1 -5 -5 -5 -5
143 1 1 1 0 1 0 1 -5 -5 -5 -5 1 1 1 1 1 1 -5 -5 1 1 1 1 -5 -5 -5 -5 -5
144 1 1 1 0 1 1 1 1 1 1 1 1 0 0 0 -3 0 0 0 0 0 -5 1 1 1 1 1 0
145 1 0 0 0 1 1 1 1 1 1 1 0 0 1 1 0 1 1 1 0 0 1 1 1 -5 -5 0 0
146 1 0 0 1 1 1 1 -5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
147 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 -5
148 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
149 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
150 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 -5 -5 -5 -5
151 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 1 1
152 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
153 -5 -5 -5 -5 -5 0 1 0 0 1 1 1 1 1 1 1 1 0 1 1 0 0 0 0 0 0 1 0
154 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
155 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 -5 -5 1 0 -5 0 -5 -5
156 -5 1 1 0 1 1 -3 -5 -5 -5 1 0 1 1 1 -5 -5 1 1 1 1 1 1 1 1 -5 -5 -5
157 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1 -5 1 -5 1 -5 -5 1 1 1 1 1 -5 1
158 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -5 1 1 1 1 1
159 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -5 -5 -5 -5 -5 -5 -5 -5 -5 1
160 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0
161 1 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
162 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -5 -5 -5 -5 -5 -5 -5
163 1 1 1 1 1 1 1 1 1 1 1 1 1 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
164 1 1 1 -5 -5 1 1 1 1 1 1 1 1 1 1 1 -5 1 -5 -5 -5 -5 -5 1 1 -5 -5 -5
165 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1
166 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -5 1 -5 -5 -5 -5
167 0 1 1 0 0 0 0 1 0 -3 1 0 1 1 0 1 1 1 1 -5 -5 -5 -5 -5 -5 -5 -5 -5
168 0 0 -5 0 0 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 0 1 0 1 -5 -5
169 0 -5 -5 0 -3 -3 -5 0 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 0 0 0 -5 -5 -5
170 0 -5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
171 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
172 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
173 -3 -5 -5 1 1 1 1 -5 1 1 1 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
174 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
175 -5 0 1 1 1 0 0 -5 -5 1 1 1 1 1 1 1 -5 -5 -5 -5 -5 1 0 1 1 0 1 1
176 1 1 0 1 1 1 1 1 1 1 1 1 0 0 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
177 1 1 1 1 1 0 1 1 1 1 1 1 1 1 -5 -5 1 -5 -5 -5 -5 -5 0 -5 -5 -5 -5 -5
178 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -5 -5 -5 -5
179 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
180 0 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -5 -5 -5 -5 1 1 1 1
181 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 1 1 1 1 1 1 1 1 0 1 1 1
182 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -3 0 0 0 0 0
183 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 -5 -5 -5 -5 -5
184 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1 0 0 0 0 1 1 1 1 1 1 0 0
185 0 0 1 1 0 1 1 0 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 0
186 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0
187 -3 0 0 1 1 1 1 1 1 1 1 1 1 1 1 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
188 1 1 1 1 1 -5 0 0 0 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0
189 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
190 0 1 1 0 1 1 1 1 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1
191 0 0 0 0 1 0 0 1 1 0 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1
192 0 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 0 1 1 1 0 0 1 1 1 1 1
193 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
194 -3 0 0 1 0 1 1 1 1 1 1 1 1 -5 -5 -5 1 1 1 1 -5 -5 -5 -5 -5 -5 -5 -5
195 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
196 0 0 0 1 0 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 -5 -5 -5 -5 -5 -5 1 1
197 0 1 -3 0 0 1 1 1 0 1 0 0 0 0 0 0 1 1 1 1 1 1 -5 1 1 0 1 1
198 1 1 1 1 1 1 1 1 1 1 1 1 -5 1 1 1 1 1 1 1 1 1 1 1 -5 1 1 1
199 0 1 1 1 1 1 1 0 1 1 -5 1 1 1 1 1 1 1 1 1 1 1 1 0 1 -5 -5 -5
200 1 1 1 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 -3 1 1 1 1 1 0 0 0
201 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -5 1 0 1 1 1 1 1 0 0 0
202 0 1 0 1 1 -5 -5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1
203 1 1 1 1 1 -5 -5 -5 -5 -5 1 1 1 1 1 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
204 0 -5 -5 0 -5 -5 -5 0 0 0 1 1 1 1 1 1 1 1 -5 -5 -5 -5 1 1 1 1 0 0
205 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -3 0 1 1 1 0 0 1 1 0 0 0
206 1 -5 1 0 -5 -5 1 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 1 -5 -5 -5 -5 -5 -5 -5 1 -5 -5
207 0 1 1 1 1 1 1 1 1 0 1 1 0 1 1 0 -3 1 1 1 1 1 1 -5 -5 -5 -5 -5
208 0 0 0 0 0 0 0 -5 0 0 1 0 0 0 -3 0 0 -5 -5 -5 -5 -5 -5 -5 -5 0 0 0
209 1 0 1 1 1 1 1 1 1 1 0 1 1 0 1 1 0 1 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
210 1 -5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -5 1 1 1 1 1 1 1 1 1 1 1
211 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 1 1 1 1 1
212 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
213 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -5 -5 -5 -5 -5 -5
214 -3 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
215 1 1 1 1 1 1 1 1 1 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
216 1 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 1 0 -5 -5 -5 -5 -5 -5 1 1 -5 -5 -5 -5 -5
217 1 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
