42 -4 1 3 1 5 1 1 -4 5 1 1 1 1 1 1 1 1 -4 8 -4 8 -4 8 1 1 1 1 1 1 1 1 1 1 -4 -4 2 1 1 2 -4 -4 2 -4 -4 1 1 2 1 2 1 2 1 1 2 1 2 1 2 1 2 1 2 1 2 -5 -5 -5 -5
43 1 6 3 2 1 1 1 1 1 1 3 1 3 1 4 1 1 1 1 1 1 1 1 1 1 1 1 1 4 1 3 -4 5 -4 -4 -4 4 1 2 -4 -4 2 -4 -4 4 0 2 0 2 -4 -4 -4 7 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
44 -4 5 3 2 5 -4 3 1 1 1 4 -4 4 1 4 -4 4 -4 4 -4 4 -4 4 -4 4 -4 4 1 1 1 2 1 1 -5 -5 -5 -5 2 -4 -4 2 -4 -4 -4 7 -4 -4 -4 -4 -4 -4 1 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2
45 -4 1 3 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 3 1 3 1 -4 4 -4 1 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
46 1 5 3 2 1 1 1 1 1 1 5 -4 7 -4 5 1 5 1 1 1 2 2 1 2 1 2 1 1 1 1 1 1 1 3 -4 -4 7 1 2 -4 -4 -4 -4 2 1 1 2 1 2 1 2 1 1 2 1 2 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
47 1 1 3 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -4 -4 2 1 1 2 -4 -4 2 -4 -4 1 1 2 0 2 1 2 1 1 2 1 2 1 2 1 2 1 2 1 2 1 2 0 2
48 1 2 3 1 1 1 1 -5 -5 1 1 1 1 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 1 1 -5 -5 1 6 -4 4 -4 4 -4 -4 -4 5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
49 1 5 3 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 1 1 1 1 2 -4 -4 2 1 -4 2 -4 2 -4 -4 1 1 2 1 2 1 2 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4
50 1 5 3 2 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 4 3 1 1 1 1 1 1 1 3 4 -4 -4 4 1 1 4 -4 -4 2 -4 -4 1 1 2 1 2 0 2 1 1 2 1 2 1 2 1 2 1 2 1 2 1 2 0 2
51 1 1 3 1 1 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
52 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 1 2 1 2 1 2 -5 -5 -5 -5
53 -4 4 1 1 5 -4 3 1 1 1 7 -4 3 1 7 1 1 1 3 1 5 1 1 1 3 -4 7 -4 7 -4 6 -4 7 -4 -4 -4 5 6 -4 -4 -4 -4 -4 -4 6 0 2 -4 -4 -4 -4 1 1 3 1 3 1 3 0 3 -4 -4 -4 -4 -4 -4 -4 -4
54 2 1 3 1 1 -4 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 2 1 2 1 2 1 2 2 2 1 -5 -5 -5 -5 1 -4 4 -4 2 -4 -4 1 1 2 1 2 -5 -5 -5 -5 -5 -5 -5 1 1 -5 -5 1 1 1 1 1 1 1 1
55 -4 1 3 1 7 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
56 -4 5 3 2 5 -4 5 1 1 1 1 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
57 -4 5 3 2 3 1 1 -4 7 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 3 1 3 1 -4 -4 4 1 7 -4 4 -4 -4 4 -4 1 1 4 1 3 1 2 1 1 2 1 2 1 5 1 -4 1 2 1 3 1 3 1 2
58 2 5 3 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 -4 -4 1 1 1 1 -4 -4 1 -4 -4 2 1 1 -5 -5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
59 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -4 -4 2 1 1 5 -4 -4 -4 5 -4 1 1 5 1 5 1 5 1 1 5 1 5 1 5 1 4 1 4 1 4 1 4 0 4
60 1 1 3 1 1 1 1 1 1 -5 -5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -4 -4 2 1 1 2 -4 -4 2 -4 -4 1 1 2 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 1 2 -5 -5 -5 -5 -5 -5 -5 -5
61 1 5 3 2 1 1 1 1 1 1 1 1 1 2 1 2 1 2 1 2 1 1 1 1 1 1 1 1 1 1 2 1 1 2 -4 -4 1 1 2 -4 -4 2 -4 -4 1 1 2 1 2 1 2 1 1 2 0 2 -4 -4 -4 -4 -4 -4 -4 -4 1 2 1 2
62 -4 5 3 2 5 -4 5 -4 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 2 -4 -4 1 1 2 -4 -4 2 -4 -4 1 1 2 1 2 1 2 1 1 2 1 2 1 2 1 2 1 2 1 2 0 2 1 2
63 1 1 3 1 1 -4 5 -4 5 1 3 1 1 1 1 1 1 1 1 1 1 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 1 1 2 -4 -4 1 1 2 -4 -4 2 -4 -4 1 1 2 1 2 1 2 1 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2
64 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
65 -4 5 3 2 7 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
66 -4 1 3 1 5 -4 5 1 2 1 1 1 1 1 7 1 1 1 1 3 1 1 1 1 1 2 1 -5 -5 2 1 2 1 -4 -4 1 1 1 1 -4 -4 1 -4 -4 2 -5 -5 1 2 1 2 1 1 2 1 2 1 2 0 2 -4 -4 -4 -4 -4 -4 -4 -4
67 1 1 3 1 1 1 1 1 1 1 1 1 7 1 5 -5 -5 -5 -5 1 1 1 1 1 1 1 1 1 3 1 1 1 1 -4 -4 2 1 1 2 -4 -4 -5 -5 -5 -5 -5 -5 1 2 -5 -5 1 1 2 1 4 1 4 1 4 1 4 0 4 1 1 0 1
68 1 5 3 2 1 1 1 -4 5 1 1 1 7 1 5 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1 -4 -4 2 7 7 -4 -4 -4 -4 -4 -4 7 -4 -4 -4 -4 -4 -4 -4 7 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 1 4 1 4
69 -4 1 3 1 5 -4 5 1 2 1 2 1 1 1 5 1 5 1 5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 1 1 2 -4 -4 1 1 2 -4 -4 -4 -4 -4 1 1 2 1 2 1 2 1 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2
70 2 1 3 1 1 2 1 -4 5 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 -4 -4 2 1 1 2 -4 -4 2 -4 -4 1 -5 -5 0 2 1 2 -5 -5 -5 0 2 1 3 1 3 1 2 1 2 1 2 1 2
71 1 1 3 1 1 1 1 2 1 1 5 2 5 1 5 1 5 1 5 2 5 2 1 2 3 1 1 1 1 1 1 1 1 -5 -5 -5 -5 1 2 -4 -4 -4 4 -4 1 1 2 -5 -5 -5 -5 -5 -5 -5 -5 -5 1 4 -5 -5 1 4 1 4 -5 -5 -5 -5
72 1 5 3 2 1 -4 7 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -4 -4 2 1 1 2 -4 -4 2 -4 -4 1 1 2 1 3 1 3 1 1 3 1 3 1 3 1 3 1 3 1 3 1 3 1 3
73 -4 1 3 1 5 -4 5 -4 5 1 5 1 5 1 5 1 5 1 5 -5 -5 1 1 1 1 -5 -5 -5 -5 -5 -5 1 1 2 -4 -4 1 7 3 -4 -4 -5 -5 -5 -5 1 2 1 2 1 2 1 1 2 1 2 1 2 -5 -5 1 2 1 2 1 2 -5 -5
74 1 5 3 2 1 1 1 1 1 1 1 1 1 1 5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -4 3 -4 1 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
75 1 5 3 2 1 1 2 -4 5 1 1 1 2 1 1 2 1 2 1 2 3 1 1 1 2 1 1 1 1 1 1 1 1 -4 -4 2 1 1 3 -4 -4 2 -4 -4 1 1 2 1 2 1 2 1 1 2 0 2 1 3 1 3 1 3 1 3 1 3 1 3
76 1 1 3 1 1 -4 5 1 1 1 1 1 5 1 7 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 -4 -4 1 1 2 -4 -4 -4 -4 -4 1 1 2 1 1 1 1 1 1 -4 1 -4 1 -4 1 4 1 4 1 4 1 4 1 4
77 -4 5 3 2 5 -4 5 -4 3 1 5 1 5 1 1 1 3 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -4 -4 2 1 1 2 -4 -4 2 -4 -4 1 1 2 1 2 1 2 1 1 2 1 2 1 2 1 2 1 2 0 2 1 2 1 2
78 -4 5 3 2 5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 1 1 1 1 1 4 -4 4 -4 -4 -4 7 7 -4 -4 -4 -4 -4 -4 7 -4 -4 -5 -5 1 2 1 1 2 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
79 -4 1 3 1 7 -4 5 1 1 1 5 1 5 -4 5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 -4 -4 2 2 1 2 -4 -4 2 -4 -4 1 1 2 1 2 1 2 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
80 -4 1 3 1 5 -4 5 1 2 1 5 1 1 -5 -5 1 5 -5 -5 -5 -5 1 3 1 1 1 2 1 1 1 1 1 1 -4 -4 1 1 1 1 -4 -4 1 -4 -4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1 0 1
81 3 1 3 1 1 -4 7 1 1 -4 5 -4 5 -5 -5 1 3 -4 5 1 3 1 5 1 2 1 1 1 1 1 2 1 1 2 -4 -4 1 1 -4 -4 2 2 -4 -4 7 1 2 -5 -5 1 2 1 1 2 -5 -5 -5 -5 -5 -5 0 2 1 2 1 2 0 2
82 -4 3 2 1 3 -4 3 -4 3 -5 -5 -5 -5 -5 -5 1 3 -4 3 -5 -5 3 1 -4 6 -4 7 -4 7 -4 7 -4 6 2 -4 -4 1 3 2 -4 -4 2 -4 -4 6 -4 -4 -5 -5 -5 -5 -5 -5 -5 -4 -4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
83 1 3 2 1 1 -4 7 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 2 -4 7 -4 3 1 3 1 1 1 6 -4 -4 -4 6 6 -4 -4 -4 -4 -4 -4 7 -4 -4 -4 -4 -4 -4 -4 6 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
84 -4 3 2 1 5 -4 5 -4 5 2 3 1 3 -4 3 -4 6 -4 7 -4 7 -4 7 -4 7 -4 7 -4 3 -4 3 -4 7 -4 -4 -4 7 1 3 -4 -4 -4 -4 -4 7 1 2 0 2 -4 -4 -4 4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
85 -4 3 2 1 3 -4 3 1 1 1 7 -4 7 1 1 1 3 1 7 -5 -5 4 7 -4 7 1 6 -4 7 -4 7 -4 7 -4 -4 -4 7 -5 -5 -5 -5 -4 -4 -4 4 1 2 1 2 0 2 -4 6 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
86 -4 7 2 2 4 -4 4 -4 4 -4 4 -4 4 -4 4 -4 4 -4 4 -4 5 -4 4 -4 4 -4 3 1 1 1 1 1 1 2 -4 -4 1 1 -4 -4 2 2 -4 -4 1 1 2 1 2 1 2 1 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2
